CDIGO DO MUNICPIO - TOM;CDIGO DO MUNICPIO - IBGE;MUNICPIO - TOM;MUNICPIO - IBGE;UF
7725;4117107;NOVA LONDRINA;Nova Londrina;PR
7727;4117305;ORTIGUEIRA;Ortigueira;PR
7729;4117404;OURIZONA;Ourizona;PR
7731;4117503;PAIANDU;Paiandu;PR
7733;4117602;PALMAS;Palmas;PR
7735;4117701;PALMEIRA;Palmeira;PR
7737;4117800;PALMITAL;Palmital;PR
7739;4117909;PALOTINA;Palotina;PR
7741;4118006;PARASO DO NORTE;Paraso do Norte;PR
7743;4118105;PARANACITY;Paranacity;PR
7745;4118204;PARANAGU;Paranagu;PR
7747;4118303;PARANAPOEMA;Paranapoema;PR
7749;4118402;PARANAVA;Paranava;PR
7751;4118501;PATO BRANCO;Pato Branco;PR
7753;4118600;PAULA FREITAS;Paula Freitas;PR
7755;4118709;PAULO FRONTIN;Paulo Frontin;PR
7757;4118808;PEABIRU;Peabiru;PR
7759;4119004;PROLA D'OESTE;Prola d'Oeste;PR
7761;4119103;PIN;Pin;PR
7763;4119202;PINHALO;Pinhalo;PR
7765;4119301;PINHO;Pinho;PR
7767;4119400;PIRA DO SUL;Pira do Sul;PR
7769;4119509;PIRAQUARA;Piraquara;PR
7771;4119608;PITANGA;Pitanga;PR
7773;4119707;PLANALTINA DO PARAN;Planaltina do Paran;PR
7775;4119806;PLANALTO;Planalto;PR
7777;4119905;PONTA GROSSA;Ponta Grossa;PR
7779;4120002;PORECATU;Porecatu;PR
7781;4120101;PORTO AMAZONAS;Porto Amazonas;PR
7783;4120200;PORTO RICO;Porto Rico;PR
7785;4120309;PORTO VITRIA;Porto Vitria;PR
7787;4120408;PRESIDENTE CASTELO BRANCO;Presidente Castelo Branco;PR
7789;4120507;PRIMEIRO DE MAIO;Primeiro de Maio;PR
7791;4120606;PRUDENTPOLIS;Prudentpolis;PR
7793;4120705;QUATIGU;Quatigu;PR
7795;4120804;QUATRO BARRAS;Quatro Barras;PR
7797;4121000;QUERNCIA DO NORTE;Querncia do Norte;PR
7799;4121109;QUINTA DO SOL;Quinta do Sol;PR
7801;4121208;QUITANDINHA;Quitandinha;PR
7803;4121307;RANCHO ALEGRE;Rancho Alegre;PR
7805;4121406;REALEZA;Realeza;PR
7807;4121505;REBOUAS;Rebouas;PR
7809;4121604;RENASCENA;Renascena;PR
7811;4121703;RESERVA;Reserva;PR
7813;4121802;RIBEIRO CLARO;Ribeiro Claro;PR
7815;4121901;RIBEIRO DO PINHAL;Ribeiro do Pinhal;PR
7817;4122008;RIO AZUL;Rio Azul;PR
7819;4122107;RIO BOM;Rio Bom;PR
7821;4122206;RIO BRANCO DO SUL;Rio Branco do Sul;PR
7823;4122305;RIO NEGRO;Rio Negro;PR
7825;4122404;ROLNDIA;Rolndia;PR
7827;4122503;RONCADOR;Roncador;PR
7829;4122602;RONDON;Rondon;PR
7831;4122701;SABUDIA;Sabudia;PR
7833;4122800;SALGADO FILHO;Salgado Filho;PR
7835;4122909;SALTO DO ITARAR;Salto do Itarar;PR
7837;4123006;SALTO DO LONTRA;Salto do Lontra;PR
7839;4123105;SANTA AMLIA;Santa Amlia;PR
7841;4123204;SANTA CECLIA DO PAVO;Santa Ceclia do Pavo;PR
7843;4123303;SANTA CRUZ DE MONTE CASTELO;Santa Cruz de Monte Castelo;PR
7845;4123402;SANTA F;Santa F;PR
7847;4123600;SANTA INS;Santa Ins;PR
7849;4123709;SANTA ISABEL DO IVA;Santa Isabel do Iva;PR
7851;4123808;SANTA IZABEL DO OESTE;Santa Izabel do Oeste;PR
7853;4123907;SANTA MARIANA;Santa Mariana;PR
7855;4124004;SANTANA DO ITARAR;Santana do Itarar;PR
7857;4124400;SANTO ANTNIO DO SUDOESTE;Santo Antnio do Sudoeste;PR
7859;4124103;SANTO ANTNIO DA PLATINA;Santo Antnio da Platina;PR
7861;4124202;SANTO ANTNIO DO CAIU;Santo Antnio do Caiu;PR
7863;4124301;SANTO ANTNIO DO PARASO;Santo Antnio do Paraso;PR
7865;4124509;SANTO INCIO;Santo Incio;PR
7867;4124608;SO CARLOS DO IVA;So Carlos do Iva;PR
7869;4124707;SO JERNIMO DA SERRA;So Jernimo da Serra;PR
7871;4124806;SO JOO;So Joo;PR
7873;4124905;SO JOO DO CAIU;So Joo do Caiu;PR
7875;4125001;SO JOO DO IVA;So Joo do Iva;PR
7877;4125100;SO JOO DO TRIUNFO;So Joo do Triunfo;PR
7879;4125308;SO JORGE DO IVA;So Jorge do Iva;PR
7881;4125209;SO JORGE D'OESTE;So Jorge d'Oeste;PR
7883;4125407;SO JOS DA BOA VISTA;So Jos da Boa Vista;PR
7885;4125506;SO JOS DOS PINHAIS;So Jos dos Pinhais;PR
7887;4125605;SO MATEUS DO SUL;So Mateus do Sul;PR
7889;4125704;SO MIGUEL DO IGUAU;So Miguel do Iguau;PR
7891;4125803;SO PEDRO DO IVA;So Pedro do Iva;PR
7893;4125902;SO PEDRO DO PARAN;So Pedro do Paran;PR
7895;4126009;SO SEBASTIO DA AMOREIRA;So Sebastio da Amoreira;PR
7897;4126108;SO TOM;So Tom;PR
7899;4126207;SAPOPEMA;Sapopema;PR
7901;4126306;SENGS;Sengs;PR
7903;4126405;SERTANEJA;Sertaneja;PR
7905;4126504;SERTANPOLIS;Sertanpolis;PR
7907;4126603;SIQUEIRA CAMPOS;Siqueira Campos;PR
7909;4126702;TAMBOARA;Tamboara;PR
7911;4126801;TAPEJARA;Tapejara;PR
7913;4127007;TEIXEIRA SOARES;Teixeira Soares;PR
7915;4127106;TELMACO BORBA;Telmaco Borba;PR
7917;4127205;TERRA BOA;Terra Boa;PR
7919;4127304;TERRA RICA;Terra Rica;PR
7921;4127403;TERRA ROXA;Terra Roxa;PR
7923;4127502;TIBAGI;Tibagi;PR
7925;4127601;TIJUCAS DO SUL;Tijucas do Sul;PR
7927;4127700;TOLEDO;Toledo;PR
7929;4127809;TOMAZINA;Tomazina;PR
7931;4127908;TUNEIRAS DO OESTE;Tuneiras do Oeste;PR
7933;4128005;UBIRAT;Ubirat;PR
7935;4128104;UMUARAMA;Umuarama;PR
7937;4128203;UNIO DA VITRIA;Unio da Vitria;PR
7939;4128302;UNIFLOR;Uniflor;PR
7941;4128401;URA;Ura;PR
7943;4128500;WENCESLAU BRAZ;Wenceslau Braz;PR
7945;4128609;VER;Ver;PR
7947;4128708;VITORINO;Vitorino;PR
7949;4128807;XAMBR;Xambr;PR
7951;4100509;ALTNIA;Altnia;PR
7953;4102000;ASSIS CHATEAUBRIAND;Assis Chateaubriand;PR
7955;4120903;QUEDAS DO IGUAU;Quedas do Iguau;PR
7957;4105300;CU AZUL;Cu Azul;PR
7959;4108700;GRANDES RIOS;Grandes Rios;PR
7961;4110409;INDIANPOLIS;Indianpolis;PR
7963;4115705;MATINHOS;Matinhos;PR
7965;4116703;NOVA AURORA;Nova Aurora;PR
7967;4117206;NOVA OLMPIA;Nova Olmpia;PR
7969;4118907;PROLA;Prola;PR
7971;4123501;SANTA HELENA;Santa Helena;PR
7973;4126900;TAPIRA;Tapira;PR
7975;4115002;MARILENA;Marilena;PR
7977;4108320;FRANCISCO ALVES;Francisco Alves;PR
7979;4117222;NOVA SANTA ROSA;Nova Santa Rosa;PR
7981;4103057;BOA VISTA DA APARECIDA;Boa Vista da Aparecida;PR
7983;4103354;BRAGANEY;Braganey;PR
7985;4103453;CAFELNDIA;Cafelndia;PR
7987;4127858;TRS BARRAS DO PARAN;Trs Barras do Paran;PR
7989;4128559;VERA CRUZ DO OESTE;Vera Cruz do Oeste;PR
7991;4120358;PRANCHITA;Pranchita;PR
7993;4127957;TUPSSI;Tupssi;PR
7995;4117255;NOVA PRATA DO IGUAU;Nova Prata do Iguau;PR
7997;4112751;JESUTAS;Jesutas;PR
7999;4125357;SO JORGE DO PATROCNIO;So Jorge do Patrocnio;PR
8001;4200101;ABELARDO LUZ;Abelardo Luz;SC
8003;4200200;AGROLNDIA;Agrolndia;SC
8005;4200309;AGRONMICA;Agronmica;SC
8007;4200408;GUA DOCE;gua Doce;SC
8009;4200507;GUAS DE CHAPEC;guas de Chapec;SC
8011;4200606;GUAS MORNAS;guas Mornas;SC
8013;4200705;ALFREDO WAGNER;Alfredo Wagner;SC
8015;4200804;ANCHIETA;Anchieta;SC
8017;4200903;ANGELINA;Angelina;SC
8019;4201000;ANITA GARIBALDI;Anita Garibaldi;SC
8021;4201109;ANITPOLIS;Anitpolis;SC
8023;4201208;ANTNIO CARLOS;Antnio Carlos;SC
8025;4201307;ARAQUARI;Araquari;SC
8027;4201406;ARARANGU;Ararangu;SC
8029;4201505;ARMAZM;Armazm;SC
8031;4201604;ARROIO TRINTA;Arroio Trinta;SC
8033;4201703;ASCURRA;Ascurra;SC
8035;4201802;ATALANTA;Atalanta;SC
8037;4201901;AURORA;Aurora;SC
8039;4202008;BALNERIO CAMBORI;Balnerio Cambori;SC
8041;4202107;BARRA VELHA;Barra Velha;SC
8043;4202206;BENEDITO NOVO;Benedito Novo;SC
8045;4202305;BIGUAU;Biguau;SC
8047;4202404;BLUMENAU;Blumenau;SC
8049;4202602;BOM RETIRO;Bom Retiro;SC
8051;4202701;BOTUVER;Botuver;SC
8053;4202800;BRAO DO NORTE;Brao do Norte;SC
8055;4202909;BRUSQUE;Brusque;SC
8057;4203006;CAADOR;Caador;SC
8059;4203105;CAIBI;Caibi;SC
8061;4203204;CAMBORI;Cambori;SC
8063;4203303;CAMPO ALEGRE;Campo Alegre;SC
8065;4203402;CAMPO BELO DO SUL;Campo Belo do Sul;SC
8067;4203501;CAMPO ER;Campo Er;SC
8069;4203600;CAMPOS NOVOS;Campos Novos;SC
8071;4203709;CANELINHA;Canelinha;SC
8073;4203808;CANOINHAS;Canoinhas;SC
8075;4203907;CAPINZAL;Capinzal;SC
8077;4204004;CATANDUVAS;Catanduvas;SC
8079;4204103;CAXAMBU DO SUL;Caxambu do Sul;SC
8081;4204202;CHAPEC;Chapec;SC
8083;4204301;CONCRDIA;Concrdia;SC
8085;4204400;CORONEL FREITAS;Coronel Freitas;SC
8087;4204509;CORUP;Corup;SC
8089;4204608;CRICIMA;Cricima;SC
8091;4204707;CUNHA POR;Cunha Por;SC
8093;4204806;CURITIBANOS;Curitibanos;SC
8095;4204905;DESCANSO;Descanso;SC
8097;4205001;DIONSIO CERQUEIRA;Dionsio Cerqueira;SC
8099;4205100;DONA EMMA;Dona Emma;SC
8101;4205209;ERVAL VELHO;Erval Velho;SC
8103;4205308;FAXINAL DOS GUEDES;Faxinal dos Guedes;SC
8105;4205407;FLORIANPOLIS;Florianpolis;SC
8107;4205506;FRAIBURGO;Fraiburgo;SC
8109;4205605;GALVO;Galvo;SC
8111;4206009;GOVERNADOR CELSO RAMOS;Governador Celso Ramos;SC
8113;4205704;GAROPABA;Garopaba;SC
8115;4205803;GARUVA;Garuva;SC
8117;4205902;GASPAR;Gaspar;SC
8119;4206108;GRO PAR;Gro-Par;SC
8121;4206207;GRAVATAL;Gravatal;SC
8123;4206306;GUABIRUBA;Guabiruba;SC
8125;4206405;GUARACIABA;Guaraciaba;SC
8127;4206504;GUARAMIRIM;Guaramirim;SC
8129;4206603;GUARUJ DO SUL;Guaruj do Sul;SC
8131;4206702;HERVAL D'OESTE;Herval d'Oeste;SC
8133;4206801;IBICAR;Ibicar;SC
8135;4206900;IBIRAMA;Ibirama;SC
8137;4207007;IARA;Iara;SC
8139;4207106;ILHOTA;Ilhota;SC
8141;4207205;IMARU;Imaru;SC
8143;4207304;IMBITUBA;Imbituba;SC
8145;4207403;IMBUIA;Imbuia;SC
8147;4207502;INDAIAL;Indaial;SC
8149;4207601;IPIRA;Ipira;SC
8151;4207700;IPUMIRIM;Ipumirim;SC
8153;4207809;IRANI;Irani;SC
8155;4207908;IRINEPOLIS;Irinepolis;SC
8157;4208005;IT;It;SC
8159;4208104;ITAIPOLIS;Itaipolis;SC
8161;4208203;ITAJA;Itaja;SC
8163;4208302;ITAPEMA;Itapema;SC
8165;4208401;ITAPIRANGA;Itapiranga;SC
8167;4208500;ITUPORANGA;Ituporanga;SC
8169;4208609;JABOR;Jabor;SC
8171;4208708;JACINTO MACHADO;Jacinto Machado;SC
8173;4208807;JAGUARUNA;Jaguaruna;SC
8175;4208906;JARAGU DO SUL;Jaragu do Sul;SC
8177;4209003;JOAABA;Joaaba;SC
8179;4209102;JOINVILLE;Joinville;SC
8181;4209201;LACERDPOLIS;Lacerdpolis;SC
8183;4209300;LAGES;Lages;SC
8185;4209409;LAGUNA;Laguna;SC
8187;4209508;LAURENTINO;Laurentino;SC
8189;4209607;LAURO MULLER;Lauro Mller;SC
8191;4209706;LEBON RGIS;Lebon Rgis;SC
8193;4209805;LEOBERTO LEAL;Leoberto Leal;SC
8195;4209904;LONTRAS;Lontras;SC
8197;4210001;LUIZ ALVES;Luiz Alves;SC
8199;4210100;MAFRA;Mafra;SC
8201;4210209;MAJOR GERCINO;Major Gercino;SC
8203;4210308;MAJOR VIEIRA;Major Vieira;SC
8205;4210506;MARAVILHA;Maravilha;SC
8207;4210605;MASSARANDUBA;Massaranduba;SC
8209;4210704;MATOS COSTA;Matos Costa;SC
8211;4210803;MELEIRO;Meleiro;SC
8213;4210902;MODELO;Modelo;SC
8215;4211009;MONDA;Monda;SC
8217;4211108;MONTE CASTELO;Monte Castelo;SC
8219;4211207;MORRO DA FUMAA;Morro da Fumaa;SC
8221;4211306;NAVEGANTES;Navegantes;SC
8223;4211405;NOVA ERECHIM;Nova Erechim;SC
8225;4211504;NOVA TRENTO;Nova Trento;SC
8227;4211603;NOVA VENEZA;Nova Veneza;SC
8229;4211702;ORLEANS;Orleans;SC
8231;4211801;OURO;Ouro;SC
8233;4211900;PALHOA;Palhoa;SC
8235;4212007;PALMA SOLA;Palma Sola;SC
8237;4212106;PALMITOS;Palmitos;SC
8239;4212205;PAPANDUVA;Papanduva;SC
8241;4212304;PAULO LOPES;Paulo Lopes;SC
8243;4212403;PEDRAS GRANDES;Pedras Grandes;SC
8245;4212502;PENHA;Penha;SC
8247;4212601;PERITIBA;Peritiba;SC
8249;4212700;PETROLNDIA;Petrolndia;SC
8251;4212809;BALNERIO DE PIARRAS;Balnerio Piarras;SC
8253;4212908;PINHALZINHO;Pinhalzinho;SC
8255;4213005;PINHEIRO PRETO;Pinheiro Preto;SC
8257;4213104;PIRATUBA;Piratuba;SC
8259;4213203;POMERODE;Pomerode;SC
8261;4213302;PONTE ALTA;Ponte Alta;SC
8263;4213401;PONTE SERRADA;Ponte Serrada;SC
8265;4213500;PORTO BELO;Porto Belo;SC
8267;4213609;PORTO UNIO;Porto Unio;SC
8269;4213708;POUSO REDONDO;Pouso Redondo;SC
8271;4213807;PRAIA GRANDE;Praia Grande;SC
8273;4213906;PRESIDENTE CASTELLO BRANCO;Presidente Castello Branco;SC
8275;4214003;PRESIDENTE GETLIO;Presidente Getlio;SC
8277;4214102;PRESIDENTE NEREU;Presidente Nereu;SC
8279;4214201;QUILOMBO;Quilombo;SC
8281;4214300;RANCHO QUEIMADO;Rancho Queimado;SC
8283;4214409;RIO DAS ANTAS;Rio das Antas;SC
8285;4214508;RIO DO CAMPO;Rio do Campo;SC
8287;4214607;RIO DO OESTE;Rio do Oeste;SC
8289;4214706;RIO DOS CEDROS;Rio dos Cedros;SC
8291;4214805;RIO DO SUL;Rio do Sul;SC
8293;4214904;RIO FORTUNA;Rio Fortuna;SC
8295;4215000;RIO NEGRINHO;Rio Negrinho;SC
8297;4215109;RODEIO;Rodeio;SC
8299;4215208;ROMELNDIA;Romelndia;SC
8301;4215307;SALETE;Salete;SC
8303;4215406;SALTO VELOSO;Salto Veloso;SC
8305;4215505;SANTA CECLIA;Santa Ceclia;SC
8307;4215604;SANTA ROSA DE LIMA;Santa Rosa de Lima;SC
8309;4215703;SANTO AMARO DA IMPERATRIZ;Santo Amaro da Imperatriz;SC
8311;4215802;SO BENTO DO SUL;So Bento do Sul;SC
8313;4215901;SO BONIFCIO;So Bonifcio;SC
8315;4216008;SO CARLOS;So Carlos;SC
8317;4216107;SO DOMINGOS;So Domingos;SC
8319;4216206;SO FRANCISCO DO SUL;So Francisco do Sul;SC
8321;4216305;SO JOO BATISTA;So Joo Batista;SC
8323;4216404;SO JOO DO SUL;So Joo do Sul;SC
8325;4216503;SO JOAQUIM;So Joaquim;SC
8327;4216602;SO JOS;So Jos;SC
8329;4216701;SO JOS DO CEDRO;So Jos do Cedro;SC
8331;4216800;SO JOS DO CERRITO;So Jos do Cerrito;SC
8333;4216909;So Loureno do Oeste;So Loureno do Oeste;SC
8335;4217006;SO LUDGERO;So Ludgero;SC
8337;4217105;SO MARTINHO;So Martinho;SC
8339;4217204;SO MIGUEL DO OESTE;So Miguel do Oeste;SC
8341;4217303;SAUDADES;Saudades;SC
8343;4217402;SCHROEDER;Schroeder;SC
8345;4217501;SEARA;Seara;SC
8347;4217600;SIDERPOLIS;Siderpolis;SC
8349;4217709;SOMBRIO;Sombrio;SC
8351;4217808;TAI;Tai;SC
8353;4217907;TANGAR;Tangar;SC
8355;4218004;TIJUCAS;Tijucas;SC
8357;4218202;TIMB;Timb;SC
8359;4218301;TRS BARRAS;Trs Barras;SC
8361;4218400;TREZE DE MAIO;Treze de Maio;SC
8363;4218509;TREZE TLIAS;Treze Tlias;SC
8365;4218608;TROMBUDO CENTRAL;Trombudo Central;SC
8367;4218707;TUBARO;Tubaro;SC
8369;4218806;TURVO;Turvo;SC
8371;4218905;URUBICI;Urubici;SC
8373;4219002;URUSSANGA;Urussanga;SC
8375;4219101;VARGEO;Vargeo;SC
8377;4219200;VIDAL RAMOS;Vidal Ramos;SC
8379;4219309;VIDEIRA;Videira;SC
8381;4219408;WITMARSUM;Witmarsum;SC
8383;4219507;XANXER;Xanxer;SC
8385;4219606;XAVANTINA;Xavantina;SC
8387;4219705;XAXIM;Xaxim;SC
8389;4202503;BOM JARDIM DA SERRA;Bom Jardim da Serra;SC
8391;4210407;MARACAJ;Maracaj;SC
8393;4218103;TIMB DO SUL;Timb do Sul;SC
8395;4204558;CORREIA PINTO;Correia Pinto;SC
8397;4211751;OTACLIO COSTA;Otaclio Costa;SC
8399;4310439;IP;Ip;RS
8401;4309753;IBARAMA;Ibarama;RS
8403;4309555;HARMONIA;Harmonia;RS
8405;4309258;GUABIJU;Guabiju;RS
8407;4309050;GLORINHA;Glorinha;RS
8409;4308052;FAXINALZINHO;Faxinalzinho;RS
8411;4307864;FAGUNDES VARELA;Fagundes Varela;RS
8413;4307831;EUGNIO DE CASTRO;Eugnio de Castro;RS
8415;4307054;ERNESTINA;Ernestina;RS
8417;4306973;EREBANGO;Erebango;RS
8419;4306932;ENTRE IJUIS;Entre-Ijus;RS
8421;4306957;ENTRE RIOS DO SUL;Entre Rios do Sul;RS
8423;4306767;ELDORADO DO SUL;Eldorado do Sul;RS
8425;4306734;DOUTOR MAURCIO CARDOSO;Doutor Maurcio Cardoso;RS
8427;4306452;DOIS LAJEADOS;Dois Lajeados;RS
8429;4306353;DEZESSEIS DE NOVEMBRO;Dezesseis de Novembro;RS
8431;4306056;CRISTAL;Cristal;RS
8433;4305454;CIDREIRA;Cidreira;RS
8435;4305173;CERRO GRANDE DO SUL;Cerro Grande do Sul;RS
8437;4305157;CERRO GRANDE;Cerro Grande;RS
8439;4305132;CERRO BRANCO;Cerro Branco;RS
8441;4304952;CASEIROS;Caseiros;RS
8443;4304689;CAPELA DE SANTANA;Capela de Santana;RS
8445;4304101;CAMPOS BORGES;Campos Borges;RS
8447;4303558;CAMARGO;Camargo;RS
8449;4302659;BROCHIER;Brochier;RS
8451;4104451;CANTAGALO;Cantagalo;PR
8453;4127965;TURVO;Turvo;PR
8455;4100459;ALTAMIRA DO PARAN;Altamira do Paran;PR
8457;4107751;FIGUEIRA;Figueira;PR
8459;4113759;LUNARDELLI;Lunardelli;PR
8461;4126256;SARANDI;Sarandi;PR
8463;4112959;JURANDA;Juranda;PR
8465;4107256;DOURADINA;Douradina;PR
8467;4124053;SANTA TEREZINHA DE ITAIPU;Santa Terezinha de Itaipu;PR
8469;4116059;MISSAL;Missal;PR
8471;4125456;SO JOS DAS PALMEIRAS;So Jos das Palmeiras;PR
8473;4122651;ROSRIO DO IVA;Rosrio do Iva;PR
8475;4104055;CAMPO BONITO;Campo Bonito;PR
8477;4126652;SULINA;Sulina;PR
8479;4106555;CORUMBATA DO SUL;Corumbata do Sul;PR
8481;4113734;LUIZIANA;Luiziana;PR
8483;4302451;BOQUEIRO DO LEO;Boqueiro do Leo;RS
8485;4301651;BARO;Baro;RS
8487;4301552;UREA;urea;RS
8489;4301057;ARROIO DO SAL;Arroio do Sal;RS
8491;4300661;ANDR DA ROCHA;Andr da Rocha;RS
8493;4300638;AMARAL FERRADOR;Amaral Ferrador;RS
8495;4300554;ALTO ALEGRE;Alto Alegre;RS
8497;4300455;ALEGRIA;Alegria;RS
8499;4300059;GUA SANTA;gua Santa;RS
8501;4300109;AGUDO;Agudo;RS
8503;4300208;AJURICABA;Ajuricaba;RS
8505;4300307;ALECRIM;Alecrim;RS
8507;4300406;ALEGRETE;Alegrete;RS
8509;4300505;ALPESTRE;Alpestre;RS
8511;4300604;ALVORADA;Alvorada;RS
8513;4300703;ANTA GORDA;Anta Gorda;RS
8515;4300802;ANTNIO PRADO;Antnio Prado;RS
8517;4300901;ARATIBA;Aratiba;RS
8519;4301008;ARROIO DO MEIO;Arroio do Meio;RS
8521;4301107;ARROIO DOS RATOS;Arroio dos Ratos;RS
8523;4301206;ARROIO DO TIGRE;Arroio do Tigre;RS
8525;4301305;ARROIO GRANDE;Arroio Grande;RS
8527;4301404;ARVOREZINHA;Arvorezinha;RS
8529;4301503;AUGUSTO PESTANA;Augusto Pestana;RS
8531;4301602;BAG;Bag;RS
8533;4301701;BARO DE COTEGIPE;Baro de Cotegipe;RS
8535;4301800;BARRACO;Barraco;RS
8537;4301909;BARRA DO RIBEIRO;Barra do Ribeiro;RS
8539;4302006;BARROS CASSAL;Barros Cassal;RS
8541;4302105;BENTO GONALVES;Bento Gonalves;RS
8543;4302204;BOA VISTA DO BURIC;Boa Vista do Buric;RS
8545;4302303;BOM JESUS;Bom Jesus;RS
8547;4302402;BOM RETIRO DO SUL;Bom Retiro do Sul;RS
8549;4302501;BOSSOROCA;Bossoroca;RS
8551;4302600;BRAGA;Braga;RS
8553;4302709;BUTI;Buti;RS
8555;4302808;CAAPAVA DO SUL;Caapava do Sul;RS
8557;4302907;CACEQUI;Cacequi;RS
8559;4303004;CACHOEIRA DO SUL;Cachoeira do Sul;RS
8561;4303103;CACHOEIRINHA;Cachoeirinha;RS
8563;4303202;CACIQUE DOBLE;Cacique Doble;RS
8565;4303301;CAIBAT;Caibat;RS
8567;4303400;CAIARA;Caiara;RS
8569;4303509;CAMAQU;Camaqu;RS
8571;4303608;CAMBAR DO SUL;Cambar do Sul;RS
8573;4303707;CAMPINA DAS MISSES;Campina das Misses;RS
8575;4303806;CAMPINAS DO SUL;Campinas do Sul;RS
8577;4303905;CAMPO BOM;Campo Bom;RS
8579;4304002;CAMPO NOVO;Campo Novo;RS
8581;4304200;CANDELRIA;Candelria;RS
8583;4304309;CNDIDO GODI;Cndido Godi;RS
8585;4304408;CANELA;Canela;RS
8587;4304507;CANGUU;Canguu;RS
8589;4304606;CANOAS;Canoas;RS
8591;4304705;CARAZINHO;Carazinho;RS
8593;4304804;CARLOS BARBOSA;Carlos Barbosa;RS
8595;4304903;CASCA;Casca;RS
8597;4305009;CATUPE;Catupe;RS
8599;4305108;CAXIAS DO SUL;Caxias do Sul;RS
8601;4305207;CERRO LARGO;Cerro Largo;RS
8603;4305306;CHAPADA;Chapada;RS
8605;4305405;CHIAPETTA;Chiapetta;RS
8607;4305504;CIRACO;Ciraco;RS
8609;4305603;COLORADO;Colorado;RS
8611;4305702;CONDOR;Condor;RS
8613;4305801;CONSTANTINA;Constantina;RS
8615;4305900;CORONEL BICACO;Coronel Bicaco;RS
8617;4306007;CRISSIUMAL;Crissiumal;RS
8619;4306106;CRUZ ALTA;Cruz Alta;RS
8621;4306205;CRUZEIRO DO SUL;Cruzeiro do Sul;RS
8623;4306304;DAVID CANABARRO;David Canabarro;RS
8625;4306403;DOIS IRMOS;Dois Irmos;RS
8627;4306502;DOM FELICIANO;Dom Feliciano;RS
8629;4306601;DOM PEDRITO;Dom Pedrito;RS
8631;4306700;DONA FRANCISCA;Dona Francisca;RS
8633;4306809;ENCANTADO;Encantado;RS
8635;4306908;ENCRUZILHADA DO SUL;Encruzilhada do Sul;RS
8637;4307005;ERECHIM;Erechim;RS
8639;4307104;HERVAL;Herval;RS
8641;4307203;ERVAL GRANDE;Erval Grande;RS
8643;4307302;ERVAL SECO;Erval Seco;RS
8645;4307401;ESMERALDA;Esmeralda;RS
8647;4307500;ESPUMOSO;Espumoso;RS
8649;4307609;ESTNCIA VELHA;Estncia Velha;RS
8651;4307708;ESTEIO;Esteio;RS
8653;4307807;ESTRELA;Estrela;RS
8655;4307906;FARROUPILHA;Farroupilha;RS
8657;4308003;FAXINAL DO SOTURNO;Faxinal do Soturno;RS
8659;4308102;FELIZ;Feliz;RS
8661;4308201;FLORES DA CUNHA;Flores da Cunha;RS
8663;4308300;FONTOURA XAVIER;Fontoura Xavier;RS
8665;4308409;FORMIGUEIRO;Formigueiro;RS
8667;4308508;FREDERICO WESTPHALEN;Frederico Westphalen;RS
8669;4308607;GARIBALDI;Garibaldi;RS
8671;4308706;GAURAMA;Gaurama;RS
8673;4308805;GENERAL CMARA;General Cmara;RS
8675;4319802;SO VICENTE DO SUL;So Vicente do Sul;RS
8677;4308904;GETLIO VARGAS;Getlio Vargas;RS
9359;5207907;FLORES DE GOIS;Flores de Gois;GO
9361;5208004;FORMOSA;Formosa;GO
9363;5208103;FORMOSO;Formoso;GO
9365;1708205;FORMOSO DO ARAGUAIA;Formoso do Araguaia;TO
9367;5208400;GOIANPOLIS;Goianpolis;GO
9369;5208509;GOIANDIRA;Goiandira;GO
9371;5208608;GOIANSIA;Goiansia;GO
9373;5208707;GOINIA;Goinia;GO
9375;5208806;GOIANIRA;Goianira;GO
9377;5208905;GOIS;Gois;GO
9379;5209101;GOIATUBA;Goiatuba;GO
9381;5209200;GUAP;Guap;GO
9383;5209408;GUARANI DE GOIS;Guarani de Gois;GO
9385;1709500;GURUPI;Gurupi;TO
9387;5209606;HEITORA;Heitora;GO
9389;5209705;HIDROLNDIA;Hidrolndia;GO
9391;5209804;HIDROLINA;Hidrolina;GO
9393;5209903;IACIARA;Iaciara;GO
9395;5210000;INHUMAS;Inhumas;GO
9397;5210109;IPAMERI;Ipameri;GO
9399;5210208;IPOR;Ipor;GO
9401;5210307;ISRAELNDIA;Israelndia;GO
9403;5210406;ITABERA;Itabera;GO
9405;1710508;ITACAJ;Itacaj;TO
9407;5210604;ITAGUARU;Itaguaru;GO
9409;1710706;ITAGUATINS;Itaguatins;TO
9411;5210802;ITAJ;Itaj;GO
9413;5210901;ITAPACI;Itapaci;GO
9415;5211008;ITAPIRAPU;Itapirapu;GO
9417;1711100;ITAPOR DO TOCANTINS;Itapor do Tocantins;TO
9419;5211206;ITAPURANGA;Itapuranga;GO
9421;5211305;ITARUM;Itarum;GO
9423;5211404;ITAUU;Itauu;GO
9425;5211503;ITUMBIARA;Itumbiara;GO
9427;5211602;IVOLNDIA;Ivolndia;GO
9429;5211701;JANDAIA;Jandaia;GO
9431;5211800;JARAGU;Jaragu;GO
9433;5211909;JATA;Jata;GO
9435;5212006;JAUPACI;Jaupaci;GO
9437;5212105;JOVINIA;Jovinia;GO
9439;5212204;JUSSARA;Jussara;GO
9441;1700350;ALIANA DO TOCANTINS;Aliana do Tocantins;TO
